Title,Year,Genre,Vote_Average,Vote_Count,Budget,Revenue,TMDB_ID
The Holdovers,2023,"['Comedy', 'Drama']",7.7,2210,13000000,42513270,840430
Air,2023,"['Drama', 'History']",7.3,2197,80000000,90100000,964980
Migration,2023,"['Family', 'Comedy', 'Adventure', 'Animation']",7.4,2124,72000000,298776052,940551
Past Lives,2023,"['Drama', 'Romance']",7.72,2084,12000000,28126646,666277
Ghosted,2023,"['Action', 'Comedy', 'Romance']",6.916,2040,40000000,0,868759
Renfield,2023,"['Comedy', 'Fantasy', 'Horror']",6.5,1998,65000000,26874347,649609
Insidious: The Red Door,2023,"['Horror', 'Thriller']",6.534,1872,16000000,189086877,614479
Murder Mystery 2,2023,"['Mystery', 'Comedy', 'Crime']",6.4,1857,0,0,638974
Heart of Stone,2023,"['Thriller', 'Action']",6.758,1820,0,0,724209
The Last Voyage of the Demeter,2023,"['Horror', 'Fantasy']",6.748,1818,45000000,21600000,635910
Operation Fortune: Ruse de Guerre,2023,"['Action', 'Comedy', 'Thriller']",6.466,1773,50000000,48983306,739405
Expend4bles,2023,"['Action', 'Adventure', 'Thriller']",6.09,1764,100000000,37917985,299054
Wish,2023,"['Animation', 'Family', 'Fantasy', 'Adventure']",6.3,1687,175000000,254997360,1022796
Perfect Days,2023,['Drama'],7.773,1656,14000000,24094016,976893
The Family Plan,2023,"['Action', 'Comedy', 'Family']",7.242,1651,0,0,1029575
Tetris,2023,"['Thriller', 'History', 'Drama']",7.663,1569,0,0,726759
Winnie the Pooh: Blood and Honey,2023,"['Horror', 'Thriller']",4.993,1512,100000,7717044,980078
Nowhere,2023,"['Thriller', 'Drama']",7.336,1488,0,0,1151534
Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,"['Animation', 'Comedy', 'Action', 'Science Fiction']",7.211,1489,75000000,180513586,614930
Thanksgiving,2023,"['Horror', 'Mystery']",6.483,1454,15000000,46553280,1071215
"Red, White & Royal Blue",2023,"['Comedy', 'Romance']",7.9,1453,0,0,930094
There's Still Tomorrow,2023,"['Drama', 'Comedy', 'History']",8.1,1440,9000000,50121593,1026227
Hypnotic,2023,"['Mystery', 'Science Fiction', 'Thriller', 'Action', 'Drama']",6.206,1379,70000000,16014123,536437
The Mother,2023,"['Action', 'Thriller']",6.621,1354,0,0,552688
No One Will Save You,2023,"['Horror', 'Science Fiction']",6.68,1339,22800000,0,820609
The Three Musketeers: D'Artagnan,2023,"['Adventure', 'Action', 'Drama', 'History']",6.937,1323,27500000,31843086,796185
When Evil Lurks,2023,"['Horror', 'Thriller']",7.208,1307,0,2090252,744857
Retribution,2023,"['Thriller', 'Action', 'Adventure']",6.6,1298,20000000,18685751,762430
Leo,2023,"['Animation', 'Comedy', 'Family']",7.392,1282,0,0,1075794
Nimona,2023,"['Animation', 'Family', 'Action', 'Science Fiction', 'Adventure', 'Fantasy', 'Comedy']",7.868,1271,0,0,961323
Dogman,2023,"['Action', 'Drama', 'Crime']",7.874,1267,0,4082217,944401
Knights of the Zodiac,2023,"['Fantasy', 'Action', 'Adventure', 'Science Fiction']",6.3,1241,60000000,7000000,455476
The Wonderful Story of Henry Sugar,2023,"['Comedy', 'Fantasy', 'Adventure']",7.239,1232,0,0,923939
Beau Is Afraid,2023,"['Comedy', 'Adventure', 'Fantasy']",6.7,1225,35000000,12337378,798286
American Fiction,2023,"['Comedy', 'Drama']",7.283,1209,16000000,22483370,1056360
To Catch a Killer,2023,"['Thriller', 'Crime', 'Drama']",6.864,1209,0,3138750,605886
The Exorcist: Believer,2023,"['Horror', 'Thriller']",5.826,1198,30000000,136284218,807172
Missing,2023,"['Drama', 'Mystery', 'Thriller']",7.41,1188,7000000,45100756,768362
Haunted Mansion,2023,"['Comedy', 'Drama', 'Fantasy']",6.439,1169,157800000,117449790,616747
Kandahar,2023,"['Action', 'Thriller', 'War']",6.808,1162,30000000,9400000,717930
Ferrari,2023,"['History', 'Drama']",6.4,1162,95000000,39220516,365620
Dream Scenario,2023,"['Comedy', 'Fantasy']",6.651,1160,10000000,14114415,823482
Asterix & Obelix: The Middle Kingdom,2023,"['Family', 'Comedy', 'Adventure']",4.837,1119,72000000,46497678,643215
