Title,Year,Genre,Vote_Average,Vote_Count,Budget,Revenue,TMDB_ID
We Live in Time,2024,"['Romance', 'Drama']",7.259,1103,20000000,37182814,1100099
No Way Up,2024,"['Thriller', 'Horror', 'Action']",6.3,1072,0,0,1096197
The Union,2024,"['Action', 'Comedy']",6.1,1058,0,0,704239
Fly Me to the Moon,2024,"['Romance', 'Comedy']",6.806,1028,100000000,42260534,956842
The Bikeriders,2024,"['Crime', 'Drama']",6.69,1003,40000000,36110860,1008409
Babygirl,2024,"['Drama', 'Romance']",5.739,1001,20000000,60934894,1097549
Spaceman,2024,"['Science Fiction', 'Adventure', 'Drama']",6.717,958,40000000,0,636706
Upgraded,2024,"['Romance', 'Comedy']",7.186,947,0,0,1014590
The Tearsmith,2024,"['Romance', 'Drama']",6.5,918,7000000,0,1127166
Beating Hearts,2024,"['Romance', 'Crime', 'Drama']",7.2,917,37315205,36010728,959604
Megalopolis,2024,"['Science Fiction', 'Drama']",5.2,902,120000000,14387154,592831
Woman of the Hour,2024,"['Crime', 'Drama', 'Thriller']",6.4,900,836057,0,835113
Don't Move,2024,"['Horror', 'Thriller']",6.335,899,0,0,1063877
Bob Marley: One Love,2024,"['Music', 'History', 'Drama']",6.647,899,70000000,180828556,802219
Subservience,2024,"['Science Fiction', 'Horror', 'Thriller']",6.6,890,4400000,262793,1064028
Miller's Girl,2024,"['Thriller', 'Drama', 'Romance']",6.3,880,4000000,1430985,1026436
I'm Still Here,2024,"['Drama', 'History']",7.94,863,1480000,36109482,1000837
Love Lies Bleeding,2024,"['Crime', 'Romance', 'Thriller', 'Drama']",6.567,861,10000000,12778225,948549
Arthur the King,2024,"['Adventure', 'Drama']",7.577,855,19000000,40829138,618588
Uglies,2024,"['Science Fiction', 'Adventure', 'Action']",5.753,853,0,0,748167
