Title,Year,Genre,Vote_Average,Vote_Count,Budget,Revenue,TMDB_ID
Sound of Metal,2020,"['Drama', 'Music']",7.7,2710,0,516520,502033
Ava,2020,"['Action', 'Thriller', 'Crime']",5.828,2674,0,2987741,539885
To All the Boys: P.S. I Still Love You,2020,"['Romance', 'Comedy']",6.822,2639,0,0,565426
Fantasy Island,2020,"['Adventure', 'Fantasy', 'Horror', 'Mystery']",5.77,2569,7000000,49500000,539537
Peninsula,2020,"['Horror', 'Action', 'Thriller', 'Adventure']",6.745,2491,17000000,42698327,581392
Guns Akimbo,2020,"['Action', 'Comedy', 'Crime', 'Thriller']",6.432,2454,15000000,835102,457335
Gabriel's Inferno,2020,"['Romance', 'Drama']",8.403,2437,0,0,696374
Spenser Confidential,2020,"['Comedy', 'Action', 'Thriller']",6.516,2417,0,0,581600
Unhinged,2020,"['Action', 'Thriller', 'Horror']",6.438,2407,33000000,39238300,625568
Holidate,2020,"['Comedy', 'Romance']",6.985,2282,0,0,615665
Trolls World Tour,2020,"['Family', 'Animation', 'Comedy', 'Fantasy', 'Adventure', 'Music']",7.256,2219,90000000,49276818,446893
I'm Thinking of Ending Things,2020,"['Mystery', 'Thriller', 'Horror']",6.572,2081,0,0,500840
#Alive,2020,"['Action', 'Horror', 'Science Fiction']",7.228,1956,6300000,13416285,614696
Life in a Year,2020,"['Drama', 'Romance']",8.241,1941,0,0,447362
The Midnight Sky,2020,"['Science Fiction', 'Drama']",5.732,1930,0,70018,614911
Emma.,2020,"['Comedy', 'Romance']",7.009,1862,10000000,25200000,556678
News of the World,2020,"['Drama', 'Western', 'Adventure']",6.946,1853,38000000,12700000,581032
Honest Thief,2020,"['Thriller', 'Action', 'Crime']",6.484,1821,0,31220247,553604
The Babysitter: Killer Queen,2020,"['Comedy', 'Horror']",6.339,1766,0,0,623491
Scoob!,2020,"['Animation', 'Comedy', 'Family', 'Mystery']",7.005,1764,90000000,28600000,385103
Freaky,2020,"['Horror', 'Comedy']",6.558,1743,5000000,15100000,551804
Hubie Halloween,2020,"['Comedy', 'Mystery', 'Horror']",5.913,1721,14000000,0,617505
Mank,2020,"['Drama', 'History']",6.684,1712,25000000,122252,614560
The Social Dilemma,2020,"['Documentary', 'Drama']",7.44,1699,0,0,656690
Artemis Fowl,2020,"['Adventure', 'Fantasy', 'Science Fiction', 'Family', 'Action']",5.535,1697,125000000,0,475430
Color Out of Space,2020,"['Horror', 'Science Fiction', 'Mystery', 'Thriller']",6.1,1597,6000000,1023510,548473
The Half of It,2020,"['Comedy', 'Romance', 'Drama']",7.1,1552,0,0,597219
Gabriel's Inferno: Part II,2020,"['Romance', 'Drama']",8.369,1534,0,0,724089
Justice League Dark: Apokolips War,2020,"['Animation', 'Action', 'Adventure', 'Fantasy']",8.213,1523,0,0,618344
Gretel & Hansel,2020,"['Horror', 'Fantasy']",5.999,1508,5000000,22304357,542224
Eurovision Song Contest: The Story of Fire Saga,2020,"['Comedy', 'Music']",6.42,1502,0,0,531454
A Whisker Away,2020,"['Animation', 'Drama', 'Romance', 'Fantasy']",7.881,1449,0,0,667520
Mortal Kombat Legends: Scorpion's Revenge,2020,"['Animation', 'Action', 'Fantasy']",8.091,1426,0,0,664767
Escape from Pretoria,2020,"['Drama', 'History', 'Thriller']",7.186,1419,0,2431995,502425
Rose Island,2020,"['Comedy', 'Adventure']",7.033,1369,8000000,0,636565
Over the Moon,2020,"['Animation', 'Adventure', 'Family', 'Fantasy']",7.191,1352,0,0,560050
Return,2020,['Animation'],6.4,1346,0,0,836466
The Lodge,2020,"['Horror', 'Drama', 'Mystery', 'Thriller']",6.111,1345,0,2679585,474764
My Spy,2020,"['Family', 'Action', 'Comedy']",6.9,1324,18000000,10200000,592834
Wolfwalkers,2020,"['Animation', 'Family', 'Adventure', 'Fantasy']",8.205,1305,12000000,1310720,441130
The Way Back,2020,['Drama'],6.643,1281,23000000,14590514,529485
Happiest Season,2020,"['Romance', 'Comedy']",7.126,1272,0,1401954,520172
Brahms: The Boy II,2020,"['Horror', 'Mystery', 'Thriller']",5.9,1271,10000000,20311536,555974
Pieces of a Woman,2020,['Drama'],7.021,1266,0,0,641662
Tolo Tolo,2020,"['Comedy', 'Drama', 'Family']",6.116,1263,20000000,52186426,593402
The Courier,2020,"['Thriller', 'History', 'Drama']",7.034,1242,0,26000000,522241
The Wrong Missy,2020,"['Comedy', 'Romance']",6.144,1229,0,0,582596
Ma Rainey's Black Bottom,2020,"['Drama', 'Music']",6.651,1216,0,0,615667
I Still Believe,2020,"['Music', 'Drama', 'Romance']",7.6,1206,12000000,16069730,585244
Work It,2020,"['Comedy', 'Music']",7.506,1198,0,0,612706
His House,2020,"['Drama', 'Horror']",6.416,1178,0,0,575774
Feel the Beat,2020,"['Comedy', 'Music', 'Drama']",7.57,1143,0,0,707886
Chemical Hearts,2020,"['Drama', 'Romance']",7.319,1143,0,0,621013
Rebecca,2020,"['Romance', 'Drama', 'Mystery', 'Thriller']",6.3,1135,0,0,505379
Da 5 Bloods,2020,"['War', 'Drama']",6.448,1132,45000000,0,581859
"Miraculous World: New York, United HeroeZ",2020,"['Animation', 'TV Movie', 'Fantasy', 'Action']",8.098,1119,0,0,755812
The Outpost,2020,"['War', 'Drama', 'History', 'Action']",6.9,1116,18000000,2133452,531876
The Christmas Chronicles: Part Two,2020,"['Family', 'Fantasy', 'Adventure', 'Comedy']",6.484,1106,0,0,654028
Money Heist: The Phenomenon,2020,['Documentary'],7.5,1080,0,0,689249
The King of Staten Island,2020,"['Comedy', 'Drama']",7.0,1080,35000000,2200000,579583
