Title,Year,Genre,Vote_Average,Vote_Count,Budget,Revenue,TMDB_ID
Spy,2015,"['Action', 'Comedy', 'Crime']",6.832,6229,65000000,235666219,238713
Hotel Transylvania 2,2015,"['Animation', 'Comedy', 'Family', 'Fantasy']",6.8,5969,80000000,473200000,159824
The Danish Girl,2015,['Drama'],7.558,5868,15000000,64200000,306819
The Good Dinosaur,2015,"['Adventure', 'Animation', 'Family']",6.7,5834,175000000,332207671,105864
Southpaw,2015,"['Action', 'Drama']",7.4,5656,30000000,91709827,307081
Pitch Perfect 2,2015,"['Comedy', 'Music']",6.844,5420,29000000,287144079,254470
Paper Towns,2015,"['Mystery', 'Drama', 'Romance']",6.155,5122,12000000,85500000,286565
Crimson Peak,2015,"['Horror', 'Mystery', 'Romance']",6.66,5112,55000000,74700000,201085
Everest,2015,"['Adventure', 'Drama', 'History']",6.827,5079,55000000,203427584,253412
The Visit,2015,"['Horror', 'Thriller']",6.323,4982,5000000,98450062,298312
The DUFF,2015,"['Romance', 'Comedy']",6.766,4424,8500000,43528634,272693
Steve Jobs,2015,"['Drama', 'History']",6.8,4261,30000000,34400000,321697
In the Heart of the Sea,2015,"['Thriller', 'Drama', 'Adventure', 'Action', 'History']",6.8,4246,100000000,93900000,205775
Joy,2015,"['Drama', 'Comedy']",6.551,4205,60000000,101134059,274479
Home,2015,"['Fantasy', 'Comedy', 'Animation', 'Science Fiction', 'Family']",6.789,4125,135000000,368871007,228161
Legend,2015,"['Crime', 'Thriller']",7.054,4113,25000000,42972994,276907
Straight Outta Compton,2015,"['Drama', 'Music', 'History']",7.783,4079,28000000,201634991,277216
Goosebumps,2015,"['Adventure', 'Horror', 'Comedy']",6.31,3898,58000000,158261424,257445
Vacation,2015,"['Comedy', 'Adventure']",6.304,3863,31000000,104400000,296099
Carol,2015,"['Romance', 'Drama']",7.495,3851,11800000,40272135,258480
The Last Witch Hunter,2015,"['Action', 'Adventure', 'Fantasy']",6.003,3735,90000000,146936910,274854
Insidious: Chapter 3,2015,"['Horror', 'Thriller']",6.283,3504,10000000,120453155,280092
Black Mass,2015,"['Drama', 'Crime', 'History']",6.523,3487,53000000,99975678,261023
Burnt,2015,['Drama'],6.5,3471,20000000,36606743,295964
Knock Knock,2015,"['Horror', 'Thriller']",5.392,3373,10000000,6341684,263472
The Gift,2015,"['Thriller', 'Mystery', 'Drama']",6.695,3372,5000000,58978653,328425
Daddy's Home,2015,['Comedy'],6.292,3321,50000000,242786137,274167
The Walk,2015,"['History', 'Drama', 'Adventure']",7.0,3297,35000000,61181942,285783
The Longest Ride,2015,"['Drama', 'Romance']",7.6,3254,34000000,63013281,228205
Self/less,2015,"['Science Fiction', 'Action', 'Thriller']",6.412,3211,26000000,31807156,238615
Brooklyn,2015,"['Romance', 'Drama', 'History']",7.31,3186,11000000,62076141,167073
Hitman: Agent 47,2015,"['Action', 'Crime', 'Thriller']",5.886,3176,35000000,81967450,249070
Run All Night,2015,"['Action', 'Crime', 'Thriller']",6.4,2889,50000000,71561644,241554
The Little Prince,2015,"['Adventure', 'Animation', 'Fantasy', 'Family']",7.611,2887,64000000,97571250,309809
American Ultra,2015,"['Action', 'Comedy']",6.09,2876,28000000,27100000,261392
Get Hard,2015,['Comedy'],6.024,2807,40000000,111800000,257091
Pan,2015,"['Fantasy', 'Adventure', 'Family', 'Action']",5.957,2792,150000000,128388320,266647
Project Almanac,2015,"['Science Fiction', 'Thriller']",6.8,2742,12000000,33200000,227719
Mortdecai,2015,"['Comedy', 'Adventure']",5.5,2704,60000000,47318560,210860
Me and Earl and the Dying Girl,2015,"['Drama', 'Comedy']",7.532,2676,0,0,308369
Trainwreck,2015,"['Comedy', 'Romance']",5.797,2656,35000000,140795793,271718
Concussion,2015,['Drama'],7.079,2649,35000000,50400000,321741
No Escape,2015,"['Thriller', 'Action']",6.9,2636,5000000,54400000,192141
Love,2015,"['Drama', 'Romance']",6.45,2596,3000000,249083,292431
Hardcore Henry,2015,"['Action', 'Adventure', 'Science Fiction']",6.393,2549,2000000,16810562,325348
The SpongeBob Movie: Sponge Out of Water,2015,"['Family', 'Comedy', 'Adventure', 'Animation', 'Fantasy']",6.1,2453,74000000,325186032,228165
Descendants,2015,"['Family', 'Adventure', 'Fantasy', 'TV Movie', 'Music']",7.148,2445,0,0,277217
Irrational Man,2015,"['Drama', 'Comedy']",6.527,2427,11000000,27391084,282984
Bone Tomahawk,2015,"['Western', 'Horror', 'Drama']",6.875,2413,1800000,475846,294963
We Are Your Friends,2015,"['Drama', 'Music', 'Romance', 'Comedy']",6.8,2402,6000000,11100000,301351
Point Break,2015,"['Action', 'Adventure', 'Crime', 'Thriller']",5.955,2379,105000000,133782481,257088
Poltergeist,2015,['Horror'],5.218,2348,35000000,95682614,243688
Solace,2015,"['Thriller', 'Crime', 'Mystery']",6.427,2311,0,22586863,339527
Krampus,2015,"['Horror', 'Comedy', 'Fantasy']",6.192,2304,15000000,61800000,287903
Sinister 2,2015,['Horror'],5.883,2226,10000000,53329150,283445
Victor Frankenstein,2015,"['Drama', 'Science Fiction', 'Thriller']",5.948,2202,40000000,34200000,228066
Youth,2015,"['Comedy', 'Drama', 'Romance']",6.9,2144,13360000,2000000,310593
Blackhat,2015,"['Crime', 'Thriller', 'Action']",5.514,2118,70000000,17752940,201088
Aloha,2015,"['Drama', 'Comedy', 'Romance']",5.514,2111,37000000,26250020,222936
The Boy Next Door,2015,['Thriller'],4.919,2089,4000000,52425855,241251
Circle,2015,"['Horror', 'Science Fiction', 'Mystery', 'Thriller']",6.014,2070,250000,0,335866
