Title,Year,Genre,Vote_Average,Vote_Count,Budget,Revenue,TMDB_ID
War,2007,"['Action', 'Crime', 'Thriller']",6.394,1969,25000000,40452643,10431
American Pie Presents: Beta House,2007,['Comedy'],5.652,1955,10000000,18610260,8277
Lars and the Real Girl,2007,"['Comedy', 'Drama', 'Romance']",7.194,1954,12000000,11293663,6615
Michael Clayton,2007,"['Drama', 'Thriller', 'Crime']",6.786,1871,25000000,92991835,4566
Death at a Funeral,2007,"['Comedy', 'Drama']",6.904,1848,9000000,46789413,2196
Blades of Glory,2007,['Comedy'],6.115,1834,53000000,118200000,9955
Mr. Brooks,2007,"['Crime', 'Thriller']",6.926,1800,20000000,48443734,3432
The Kingdom,2007,"['Thriller', 'Action', 'Drama']",6.722,1743,70000000,86658558,4349
Music and Lyrics,2007,"['Comedy', 'Music', 'Romance']",6.437,1740,40000000,145896422,11172
The Heartbreak Kid,2007,"['Comedy', 'Romance']",5.737,1690,60000000,128453183,9038
La Vie en Rose,2007,"['Music', 'Drama']",7.377,1682,25000000,86274793,1407
Before the Devil Knows You're Dead,2007,"['Crime', 'Drama', 'Thriller']",7.108,1631,18000000,25005257,7972
Premonition,2007,"['Thriller', 'Drama', 'Mystery']",6.273,1628,20000000,84297309,9963
The Invasion,2007,"['Horror', 'Mystery', 'Science Fiction', 'Thriller']",6.028,1611,80000000,40170558,4858
Epic Movie,2007,"['Comedy', 'Adventure', 'Fantasy']",3.87,1608,20000000,87238158,9760
Good Luck Chuck,2007,"['Comedy', 'Romance']",5.912,1593,25000000,59768495,10030
Charlie Wilson's War,2007,"['Comedy', 'Drama', 'History']",6.534,1584,75000000,119483446,6538
Vacancy,2007,"['Horror', 'Thriller']",6.274,1564,19000000,35300645,10294
The Dark Knight,2008,"['Drama', 'Action', 'Crime', 'Thriller']",8.524,34710,185000000,1004558444,155
Iron Man,2008,"['Action', 'Science Fiction', 'Adventure']",7.7,27471,140000000,585174222,1726
WALL·E,2008,"['Animation', 'Family', 'Science Fiction']",8.103,19659,180000000,521311860,10681
Twilight,2008,"['Fantasy', 'Drama', 'Romance']",6.285,14071,37000000,393616788,8966
The Curious Case of Benjamin Button,2008,"['Drama', 'Fantasy', 'Romance']",7.595,13347,150000000,335802786,4922
The Incredible Hulk,2008,"['Science Fiction', 'Action', 'Adventure']",6.225,12330,150000000,264770996,1724
Kung Fu Panda,2008,"['Animation', 'Family', 'Comedy', 'Action', 'Adventure']",7.308,12198,130000000,632091832,9502
Taken,2008,"['Action', 'Thriller']",7.398,11738,25000000,226830568,8681
Gran Torino,2008,['Drama'],7.989,11201,33000000,270000000,13223
Slumdog Millionaire,2008,"['Drama', 'Romance']",7.728,10994,15000000,378400000,12405
Hancock,2008,"['Fantasy', 'Action']",6.35,9959,150000000,629400000,8960
Indiana Jones and the Kingdom of the Crystal Skull,2008,"['Adventure', 'Action']",6.018,8734,185000000,786636033,217
Quantum of Solace,2008,"['Adventure', 'Action', 'Thriller', 'Crime']",6.336,8236,200000000,589593688,10764
Cloverfield,2008,"['Action', 'Thriller', 'Science Fiction']",6.703,7502,25000000,170764026,7191
The Boy in the Striped Pyjamas,2008,"['Drama', 'War', 'History']",7.82,7451,12500000,20416563,14574
Wanted,2008,"['Action', 'Thriller', 'Crime']",6.52,7361,75000000,342463063,8909
Madagascar: Escape 2 Africa,2008,"['Adventure', 'Animation', 'Comedy', 'Family']",6.52,7199,150000000,603900354,10527
Yes Man,2008,"['Comedy', 'Romance']",6.685,7143,70000000,223200000,10201
Seven Pounds,2008,['Drama'],7.603,7035,55000000,168167691,11321
Mamma Mia!,2008,"['Comedy', 'Romance']",6.978,6827,52000000,609841637,11631
Tropic Thunder,2008,"['Action', 'Comedy', 'Adventure', 'War']",6.698,6651,92000000,195702811,7446
The Chronicles of Narnia: Prince Caspian,2008,"['Adventure', 'Family', 'Fantasy']",6.6,6597,225000000,419665568,2454
Bolt,2008,"['Animation', 'Family', 'Adventure', 'Comedy']",6.534,6336,150000000,309979994,13053
Jumper,2008,"['Action', 'Adventure', 'Science Fiction']",6.161,6027,85000000,222231186,8247
The Hurt Locker,2008,"['Drama', 'Thriller', 'War']",7.256,5920,15000000,49259766,12162
In Bruges,2008,"['Comedy', 'Drama', 'Crime']",7.496,5511,15000000,34533783,8321
Hellboy II: The Golden Army,2008,"['Fantasy', 'Action']",6.764,5440,85000000,160388063,11253
Journey to the Center of the Earth,2008,"['Action', 'Science Fiction', 'Adventure', 'Comedy', 'Family']",6.082,5010,45000000,101702060,88751
Burn After Reading,2008,"['Comedy', 'Drama']",6.667,5007,37000000,163700000,4944
21,2008,"['Drama', 'Crime']",6.694,4888,35000000,159808370,8065
Marley & Me,2008,"['Comedy', 'Family']",7.191,4702,60000000,255700000,14306
The Mummy: Tomb of the Dragon Emperor,2008,"['Adventure', 'Action', 'Fantasy']",5.505,4647,145000000,403449830,1735
Ponyo,2008,"['Animation', 'Fantasy', 'Family']",7.751,4594,34000000,202404009,12429
Changeling,2008,"['Crime', 'Drama', 'Mystery']",7.58,4355,55000000,113400000,3580
Rambo,2008,"['Action', 'Thriller', 'War']",6.688,4116,50000000,113200000,7555
Pineapple Express,2008,"['Action', 'Comedy', 'Crime']",6.643,4038,27000000,101624843,10189
Revolutionary Road,2008,"['Drama', 'Romance']",6.981,3993,35000000,76000000,4148
Death Race,2008,"['Action', 'Thriller', 'Science Fiction']",6.289,3977,45000000,76000000,10483
Ip Man,2008,"['Drama', 'Action', 'History']",7.76,3965,11700000,22100000,14756
You Don't Mess with the Zohan,2008,"['Comedy', 'Action']",5.722,3938,90000000,204313400,10661
Valkyrie,2008,"['Drama', 'Thriller', 'War']",6.944,3922,75000000,200276000,2253
Vicky Cristina Barcelona,2008,"['Drama', 'Romance']",6.793,3889,15000000,96409830,5038
The Wrestler,2008,"['Drama', 'Romance']",7.5,3850,6000000,44734660,12163
The Happening,2008,"['Thriller', 'Science Fiction']",5.397,3807,60000000,163403799,8645
Get Smart,2008,"['Action', 'Comedy', 'Thriller']",6.201,3738,80000000,230685453,11665
Saw V,2008,"['Horror', 'Thriller', 'Crime']",6.171,3698,10800000,118209778,11917
The Day the Earth Stood Still,2008,"['Drama', 'Science Fiction', 'Thriller']",5.653,3600,80000000,233093859,10200
Forgetting Sarah Marshall,2008,"['Comedy', 'Romance', 'Drama']",6.504,3569,30000000,105173115,9870
High School Musical 3: Senior Year,2008,"['Comedy', 'Romance', 'Drama', 'Family', 'Music']",6.545,3551,11000000,252909177,11887
Transporter 3,2008,"['Action', 'Thriller', 'Crime']",6.157,3535,30000000,109000000,13387
The Wave,2008,"['Drama', 'Thriller']",7.484,3488,7500000,32350637,7735
Horton Hears a Who!,2008,"['Animation', 'Comedy', 'Family', 'Adventure', 'Fantasy']",6.51,3440,85000000,298572799,12222
27 Dresses,2008,"['Comedy', 'Romance']",6.445,3285,30000000,160300000,6557
The Reader,2008,"['Drama', 'Romance']",7.471,3274,32000000,108902486,8055
Step Brothers,2008,['Comedy'],6.557,3271,65000000,128100000,12133
Body of Lies,2008,"['Action', 'Drama', 'Thriller']",6.63,3195,70000000,113280098,12113
What Happens in Vegas,2008,"['Comedy', 'Romance']",6.107,3180,35000000,219400000,9029
RocknRolla,2008,"['Action', 'Crime', 'Thriller']",6.948,3138,18000000,25740863,13809
Let the Right One In,2008,"['Horror', 'Drama']",7.546,3117,4000000,10785801,13310
"10,000 BC",2008,"['Adventure', 'Action', 'Drama', 'Fantasy']",5.501,3076,105000000,269784201,7840
Eagle Eye,2008,"['Mystery', 'Thriller', 'Action']",6.481,3005,80000000,178800000,13027
Bedtime Stories,2008,"['Fantasy', 'Comedy', 'Family', 'Romance']",6.157,2907,80000000,212874864,10202
Martyrs,2008,"['Horror', 'Drama', 'Thriller']",7.304,2888,6500000,1100000,9539
The Spiderwick Chronicles,2008,"['Family', 'Adventure', 'Fantasy', 'Drama']",6.7,2765,90000000,164200000,8204
The Strangers,2008,"['Horror', 'Thriller']",6.127,2565,9000000,83051676,10665
Zack and Miri Make a Porno,2008,"['Comedy', 'Romance']",6.338,2557,24000000,42105111,10358
"Definitely, Maybe",2008,"['Comedy', 'Romance']",6.942,2546,0,55447968,8390
Welcome to the Sticks,2008,"['Comedy', 'Drama', 'Romance']",6.694,2509,11000000,245144417,8265
The Bank Job,2008,"['Thriller', 'Crime', 'Drama']",6.834,2476,20000000,64828421,8848
Never Back Down,2008,"['Drama', 'Action']",6.779,2409,20000000,41627431,8456
Australia,2008,"['Adventure', 'Romance', 'Drama']",6.6,2376,130000000,211787511,6972
Step Up 2: The Streets,2008,"['Music', 'Drama', 'Romance']",6.7,2360,23000000,150816700,8328
Milk,2008,"['History', 'Drama']",7.232,2316,20000000,54600000,10139
Sex and the City,2008,"['Comedy', 'Drama', 'Romance']",6.572,2207,65000000,418800000,4564
Inkheart,2008,"['Adventure', 'Family', 'Fantasy']",6.295,2187,60000000,62803180,2309
Babylon A.D.,2008,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",5.7,2185,70000000,72109200,9381
Max Payne,2008,"['Crime', 'Action', 'Drama', 'Thriller', 'Mystery']",5.4,2182,35000000,85416905,13051
Funny Games,2008,"['Thriller', 'Horror']",6.566,2170,15000000,7938872,8461
The Other Boleyn Girl,2008,"['Drama', 'Romance', 'History']",6.695,2164,35000000,78269970,12184
Camp Rock,2008,"['Music', 'Comedy', 'Drama', 'Romance', 'Family', 'TV Movie']",6.4,2139,0,0,13655
Star Wars: The Clone Wars,2008,"['Animation', 'Action', 'Science Fiction', 'Adventure']",6.144,2128,8500000,68282844,12180
Vantage Point,2008,"['Drama', 'Action', 'Thriller', 'Crime']",6.399,2089,40000000,152039882,7461
Another Cinderella Story,2008,"['Comedy', 'Music']",7.306,2085,5000000,0,15157
Asterix at the Olympic Games,2008,"['Fantasy', 'Adventure', 'Comedy', 'Family']",5.2,2058,97250400,131856927,2395
Role Models,2008,['Comedy'],6.487,2029,28000000,92380927,15373
Eden Lake,2008,"['Horror', 'Thriller']",6.831,1972,12850990,3984669,13510
The House Bunny,2008,"['Romance', 'Comedy']",5.67,1971,25000000,70442940,12620
Mirrors,2008,"['Horror', 'Mystery']",6.285,1958,35000000,72400000,13515
Superhero Movie,2008,"['Comedy', 'Action', 'Science Fiction']",5.279,1935,35000000,71571300,11918
Wild Child,2008,"['Comedy', 'Drama', 'Romance']",6.713,1883,20000000,22000000,13971
The Forbidden Kingdom,2008,"['Action', 'Adventure', 'Fantasy']",6.6,1831,55000000,127906624,1729
City of Ember,2008,"['Adventure', 'Family', 'Fantasy']",6.352,1822,55000000,17869048,13600
Defiance,2008,"['Action', 'Drama', 'History', 'War']",6.8,1817,32000000,51155219,13813
Doubt,2008,['Drama'],7.2,1816,20000000,50907234,14359
Meet the Spartans,2008,"['Comedy', 'Fantasy']",4.1,1781,30000000,85897593,7278
The Duchess,2008,"['Drama', 'History', 'Romance']",6.993,1742,17759769,43306325,12783
Made of Honor,2008,"['Comedy', 'Romance']",6.444,1740,40000000,106407672,10761
Speed Racer,2008,"['Family', 'Action', 'Adventure', 'Comedy']",6.325,1693,120000000,93900000,7459
Street Kings,2008,"['Action', 'Crime', 'Drama', 'Thriller']",6.637,1595,20000000,66476363,1266
The X Files: I Want to Believe,2008,"['Mystery', 'Science Fiction', 'Thriller']",5.845,1579,30000000,69363381,8836
Avatar,2009,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",7.6,32818,237000000,2923706026,19995
Inglourious Basterds,2009,"['Drama', 'Thriller', 'War']",8.2,23410,70000000,321457747,16869
Up,2009,"['Animation', 'Comedy', 'Family', 'Adventure']",8.0,21087,175000000,735103954,14160
Harry Potter and the Half-Blood Prince,2009,"['Adventure', 'Fantasy']",7.682,20255,250000000,933959197,767
The Hangover,2009,['Comedy'],7.328,17613,35000000,469310836,18785
Sherlock Holmes,2009,"['Action', 'Adventure', 'Crime', 'Mystery']",7.215,14423,90000000,524028679,10528
Zombieland,2009,"['Comedy', 'Horror']",7.259,12780,23600000,102391540,19908
2012,2009,"['Action', 'Adventure', 'Science Fiction']",5.863,12397,200000000,791217826,14161
X-Men Origins: Wolverine,2009,"['Adventure', 'Action', 'Science Fiction']",6.279,10946,150000000,373062864,2080
(500) Days of Summer,2009,"['Comedy', 'Drama', 'Romance']",7.297,10679,7500000,60781545,19913
Star Trek,2009,"['Science Fiction', 'Action', 'Adventure']",7.427,10209,150000000,386839614,13475
District 9,2009,['Science Fiction'],7.456,9982,30000000,210888950,17654
Watchmen,2009,"['Mystery', 'Action', 'Science Fiction']",7.346,9654,130000000,185258983,13183
The Twilight Saga: New Moon,2009,"['Adventure', 'Fantasy', 'Drama', 'Romance']",5.994,9541,50000000,709827462,18239
Transformers: Revenge of the Fallen,2009,"['Science Fiction', 'Action', 'Adventure']",6.209,8909,200000000,836303693,8373
Ice Age: Dawn of the Dinosaurs,2009,"['Animation', 'Comedy', 'Family', 'Adventure']",6.762,8655,90000000,886686817,8355
Coraline,2009,"['Animation', 'Family', 'Fantasy']",7.9,8652,60000000,185860104,14836
Fast & Furious,2009,"['Action', 'Crime', 'Drama', 'Thriller']",6.685,7575,85000000,363164265,13804
The Proposal,2009,"['Comedy', 'Romance', 'Drama']",7.151,7214,40000000,317400000,18240
Angels & Demons,2009,"['Thriller', 'Mystery']",6.717,7118,150000000,485930816,13448
Night at the Museum: Battle of the Smithsonian,2009,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']",6.147,7086,150000000,413106170,18360
Hachi: A Dog's Tale,2009,"['Drama', 'Family']",8.011,6967,16000000,46800000,28178
Terminator Salvation,2009,"['Action', 'Science Fiction', 'Thriller']",6.073,6795,200000000,371353001,534
The Blind Side,2009,['Drama'],7.672,6645,29000000,309231694,22881
Cloudy with a Chance of Meatballs,2009,"['Animation', 'Comedy', 'Family']",6.649,6264,100000000,242988466,22794
Mr. Nobody,2009,"['Science Fiction', 'Drama', 'Romance']",7.8,6052,47000000,2331721,31011
Moon,2009,"['Science Fiction', 'Drama']",7.564,6021,5000000,9760104,17431
The Princess and the Frog,2009,"['Animation', 'Romance', 'Fantasy', 'Family']",7.213,5925,105000000,270997378,10198
Fantastic Mr. Fox,2009,"['Adventure', 'Animation', 'Comedy', 'Family']",7.812,5835,40000000,46471023,10315
Knowing,2009,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",6.237,5596,50000000,155446362,13811
Orphan,2009,"['Horror', 'Thriller']",6.997,5478,20000000,77912251,21208
Law Abiding Citizen,2009,"['Drama', 'Crime', 'Thriller']",7.386,5465,53000000,127900000,22803
17 Again,2009,"['Comedy', 'Fantasy', 'Drama', 'Romance']",6.313,5301,20000000,136300000,16996
Monsters vs Aliens,2009,"['Animation', 'Family', 'Adventure', 'Science Fiction']",6.236,4831,175000000,381509870,15512
The Lovely Bones,2009,"['Fantasy', 'Drama']",7.064,4818,65000000,93600000,7980
G.I. Joe: The Rise of Cobra,2009,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",5.792,4780,175000000,302500000,14869
A Christmas Carol,2009,"['Animation', 'Family', 'Fantasy', 'Drama']",6.9,4763,200000000,325286646,17979
Public Enemies,2009,"['Crime', 'History', 'Drama']",6.686,4669,100000000,214104620,11322
Invictus,2009,"['Drama', 'History']",7.2,4248,60000000,122400000,22954
The Road,2009,"['Adventure', 'Drama']",7.016,4092,32000000,27635305,20766
Jennifer's Body,2009,"['Horror', 'Comedy']",6.0,4079,16000000,31556061,19994
Drag Me to Hell,2009,"['Horror', 'Thriller']",6.456,3919,30000000,91388487,16871
He's Just Not That Into You,2009,"['Comedy', 'Romance', 'Drama']",6.614,3909,40000000,178866158,10184
Underworld: Rise of the Lycans,2009,"['Fantasy', 'Action', 'Thriller']",6.54,3828,35000000,92158961,12437
Up in the Air,2009,"['Drama', 'Romance']",6.882,3819,25000000,166842739,22947
Brothers,2009,"['Drama', 'Thriller', 'War']",7.3,3797,26000000,43500000,7445
9,2009,"['Action', 'Adventure', 'Animation', 'Science Fiction', 'Thriller']",6.938,3746,30000000,48428063,12244
The Final Destination,2009,"['Horror', 'Mystery']",5.619,3743,40000000,187384627,19912
The Ugly Truth,2009,"['Comedy', 'Romance']",6.508,3668,38000000,321700000,20943
Saw VI,2009,"['Horror', 'Thriller']",6.285,3402,11000000,69752402,22804
Surrogates,2009,"['Science Fiction', 'Action', 'Thriller']",6.138,3314,80000000,122444772,19959
The Taking of Pelham 1 2 3,2009,"['Crime', 'Thriller', 'Action']",6.352,3269,100000000,150166126,18487
Bride Wars,2009,"['Comedy', 'Romance']",6.3,3131,30000000,115375850,10521
The Girl with the Dragon Tattoo,2009,"['Drama', 'Thriller', 'Crime', 'Mystery']",7.53,3107,13000000,109421911,15472
Alvin and the Chipmunks: The Squeakquel,2009,"['Comedy', 'Family', 'Animation', 'Fantasy', 'Music']",5.6,3047,75000000,443140005,23398
Crank: High Voltage,2009,"['Action', 'Thriller', 'Crime']",6.075,3027,20000000,34600000,15092
Triangle,2009,['Horror'],6.9,2822,12000000,1594955,26466
The Imaginarium of Doctor Parnassus,2009,"['Adventure', 'Fantasy', 'Mystery']",6.375,2795,30000000,64352607,8054
Friday the 13th,2009,"['Horror', 'Thriller']",5.774,2769,19000000,91509154,13207
The Secret in Their Eyes,2009,"['Mystery', 'Thriller', 'Drama']",7.973,2725,2000000,33965843,25376
Antichrist,2009,"['Drama', 'Horror', 'Thriller']",6.621,2725,11000000,7413863,17609
Confessions of a Shopaholic,2009,"['Comedy', 'Romance']",6.481,2693,40000000,108394089,20048
Paul Blart: Mall Cop,2009,"['Action', 'Adventure', 'Comedy', 'Family']",5.44,2626,26000000,183293131,14560
The Time Traveler's Wife,2009,"['Drama', 'Romance', 'Fantasy']",6.936,2606,39000000,101344412,24420
Bronson,2009,"['Drama', 'Action', 'Crime']",7.0,2578,230000,2300000,18533
3 Idiots,2009,"['Drama', 'Comedy']",8.0,2568,9000000,70000000,20453
Pandorum,2009,"['Action', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']",6.576,2532,33000000,20648328,19898
Gamer,2009,"['Action', 'Thriller', 'Science Fiction']",5.694,2517,50000000,40800000,18501
Dogtooth,2009,['Drama'],7.055,2511,275000,110248,38810
Ghosts of Girlfriends Past,2009,"['Romance', 'Comedy', 'Fantasy']",5.957,2371,37500000,102366815,12556
Push,2009,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",6.145,2355,38000000,49678401,13455
Case 39,2009,"['Horror', 'Mystery', 'Thriller']",6.319,2323,27000000,29000000,28355
The Men Who Stare at Goats,2009,"['Comedy', 'War']",5.969,2323,24000000,68729358,10313
The Human Centipede (First Sequence),2009,['Horror'],5.195,2291,2000000,252207,37169
Adventureland,2009,"['Comedy', 'Drama', 'Romance']",6.4,2275,9800000,17200000,16614
A Serious Man,2009,"['Comedy', 'Drama']",6.714,2238,7000000,31400000,12573
The Invention of Lying,2009,"['Comedy', 'Fantasy', 'Romance']",6.203,2232,18500000,32400000,23082
The Boat That Rocked,2009,"['Drama', 'Comedy']",7.22,2214,50000000,36348784,18947
Exam,2009,"['Thriller', 'Mystery']",6.701,2195,600000,394717,29917
My Sister's Keeper,2009,['Drama'],7.374,2189,30000000,95714875,10024
Dorian Gray,2009,"['Fantasy', 'Drama', 'Thriller']",6.048,2187,0,4706919,23488
Julie & Julia,2009,"['Romance', 'Drama']",6.7,2163,40000000,129500000,24803
Dragonball Evolution,2009,"['Action', 'Adventure', 'Fantasy', 'Science Fiction', 'Thriller']",2.933,2149,30000000,58228460,14164
Mary and Max,2009,"['Animation', 'Comedy', 'Drama']",7.88,2144,8240000,1740429,24238
[REC]²,2009,"['Thriller', 'Horror']",6.621,2111,5600000,18469680,10664
Planet 51,2009,"['Animation', 'Family', 'Comedy', 'Science Fiction', 'Adventure']",5.884,2094,70000000,104945765,16866
Hannah Montana: The Movie,2009,"['Comedy', 'Drama', 'Family', 'Music', 'Romance']",6.571,2060,35000000,155545279,18126
State of Play,2009,"['Thriller', 'Crime', 'Mystery']",6.799,2055,60000000,87800000,16995
Couples Retreat,2009,"['Comedy', 'Romance']",5.554,2036,70000000,171844840,19899
G-Force,2009,"['Family', 'Fantasy', 'Action', 'Adventure', 'Comedy']",5.473,1949,150000000,292817841,19585
Where the Wild Things Are,2009,"['Fantasy', 'Drama', 'Adventure']",6.496,1944,100000000,100140916,16523
Year One,2009,"['Comedy', 'Adventure']",4.991,1941,60000000,62357900,17610
The Last House on the Left,2009,"['Crime', 'Thriller', 'Horror', 'Drama']",6.49,1869,15000000,32721635,18405
"I Love You, Man",2009,"['Comedy', 'Romance']",6.58,1842,41000000,92000000,16538
The Box,2009,"['Thriller', 'Science Fiction']",5.6,1834,30000000,33333531,22825
Brüno,2009,['Comedy'],5.633,1830,42000000,138805831,18480
The Fourth Kind,2009,"['Mystery', 'Science Fiction', 'Thriller']",6.337,1822,10000000,47709193,22824
Whatever Works,2009,"['Comedy', 'Romance']",7.078,1798,15000000,36020534,19265
American Pie Presents: The Book of Love,2009,['Comedy'],5.3,1788,8000000,5021219,26123
Race to Witch Mountain,2009,"['Adventure', 'Family', 'Fantasy', 'Science Fiction', 'Thriller', 'Action']",5.802,1765,50000000,106387141,13836
Inception,2010,"['Action', 'Science Fiction', 'Adventure']",8.4,38229,160000000,839030630,27205
Shutter Island,2010,"['Drama', 'Thriller', 'Mystery']",8.201,25054,80000000,294804195,11324
Iron Man 2,2010,"['Adventure', 'Action', 'Science Fiction']",6.847,21843,200000000,623933331,10138
Harry Potter and the Deathly Hallows: Part 1,2010,"['Adventure', 'Fantasy']",7.738,19860,250000000,954305868,12444
Despicable Me,2010,"['Family', 'Comedy', 'Animation', 'Science Fiction']",7.254,15685,69000000,543284256,20352
Toy Story 3,2010,"['Animation', 'Family', 'Comedy']",7.802,15281,200000000,1067316101,10193
Black Swan,2010,"['Drama', 'Thriller', 'Horror']",7.686,15132,13000000,329398046,44214
Alice in Wonderland,2010,"['Family', 'Fantasy', 'Adventure']",6.636,14464,200000000,1025467110,12155
How to Train Your Dragon,2010,"['Fantasy', 'Adventure', 'Animation', 'Family']",7.9,13886,165000000,495141736,10191
The Social Network,2010,['Drama'],7.371,12741,40000000,224920315,37799
Kick-Ass,2010,"['Action', 'Crime']",7.122,12064,28000000,96188903,23483
Tangled,2010,"['Animation', 'Family', 'Adventure']",7.61,12012,260000000,592461732,38757
The Twilight Saga: Eclipse,2010,"['Adventure', 'Fantasy', 'Drama', 'Romance']",6.2,9058,68000000,698491347,24021
The King's Speech,2010,"['Drama', 'History']",7.736,9054,15000000,414211549,45269
Scott Pilgrim vs. the World,2010,"['Action', 'Comedy', 'Romance']",7.5,8278,85000000,51691156,22538
The Expendables,2010,"['Thriller', 'Adventure', 'Action']",6.248,8058,80000000,274470394,27578
127 Hours,2010,"['Adventure', 'Drama', 'Thriller']",7.086,7841,18000000,35700000,44115
Shrek Forever After,2010,"['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']",6.391,7716,165000000,752600867,10192
Percy Jackson & the Olympians: The Lightning Thief,2010,"['Adventure', 'Fantasy', 'Family']",6.209,7667,95000000,226497209,32657
TRON: Legacy,2010,"['Adventure', 'Action', 'Science Fiction']",6.526,7604,170000000,409912892,20526
Megamind,2010,"['Animation', 'Action', 'Comedy', 'Family', 'Science Fiction']",7.013,7226,130000000,321885765,38055
Easy A,2010,['Comedy'],6.808,7181,8000000,75026327,37735
Prince of Persia: The Sands of Time,2010,"['Adventure', 'Fantasy', 'Action']",6.292,6978,200000000,336365676,9543
RED,2010,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",6.701,6949,58000000,199006387,39514
Clash of the Titans,2010,"['Adventure', 'Fantasy', 'Action']",5.917,6503,125000000,493214993,18823
Grown Ups,2010,['Comedy'],6.402,6455,80000000,271430189,38365
The Book of Eli,2010,"['Action', 'Thriller', 'Science Fiction']",6.794,6438,80000000,157107755,20504
The Karate Kid,2010,"['Action', 'Adventure', 'Drama', 'Family']",6.564,6366,40000000,359126022,38575
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,"['Adventure', 'Family', 'Fantasy']",6.4,5761,155000000,415686217,10140
Salt,2010,"['Action', 'Mystery', 'Thriller']",6.4,5736,110000000,293329073,27576
Due Date,2010,"['Comedy', 'Drama']",6.384,5623,65000000,211800000,41733
The Tourist,2010,"['Action', 'Thriller', 'Romance']",6.181,5612,100000000,278731369,37710
True Grit,2010,"['Drama', 'Adventure', 'Western']",7.307,5541,38000000,252300000,44264
Love & Other Drugs,2010,"['Drama', 'Comedy', 'Romance']",7.038,5416,30000000,102800000,43347
The Town,2010,"['Crime', 'Drama', 'Thriller']",7.216,5367,37000000,154026136,23168
The Sorcerer's Apprentice,2010,"['Fantasy', 'Adventure', 'Action']",6.133,5128,150000000,215300000,27022
Robin Hood,2010,"['Action', 'Adventure', 'History']",6.396,4852,200000000,321669741,20662
The A-Team,2010,"['Action', 'Comedy', 'Crime']",6.408,4844,110000000,177238796,34544
Knight and Day,2010,"['Action', 'Comedy']",6.2,4736,117000000,261989769,37834
The Fighter,2010,['Drama'],7.382,4558,25000000,129190869,45317
Predators,2010,"['Science Fiction', 'Action', 'Thriller']",6.294,4417,40000000,127200000,34851
The Other Guys,2010,"['Comedy', 'Action']",6.318,4396,100000000,170432927,27581
Dear John,2010,"['Drama', 'Romance', 'War']",6.8,4230,25000000,114977104,22971
The Last Airbender,2010,"['Action', 'Adventure', 'Fantasy']",4.6,4137,150000000,319713881,10196
Resident Evil: Afterlife,2010,"['Action', 'Adventure', 'Horror', 'Science Fiction']",6.058,4057,60000000,300228084,35791
Unstoppable,2010,"['Action', 'Thriller']",6.604,3734,100000000,167805466,44048
Remember Me,2010,"['Drama', 'Romance']",7.1,3635,16000000,56000000,23169
Machete,2010,"['Action', 'Comedy', 'Thriller']",6.337,3439,10500000,45491656,23631
Blue Valentine,2010,"['Drama', 'Romance']",6.957,3406,1000000,15440333,46705
Little Fockers,2010,"['Comedy', 'Romance']",5.658,3357,100000000,310650585,39451
The Last Song,2010,"['Drama', 'Family', 'Romance']",7.235,3351,20000000,89137047,35690
Life As We Know It,2010,"['Comedy', 'Romance', 'Drama']",6.9,3214,38000000,105734416,38408
Flipped,2010,"['Romance', 'Drama']",8.008,3213,14000000,4324817,43949
Saw 3D,2010,"['Horror', 'Crime']",5.982,3195,17000000,136151680,41439
Three Steps Above Heaven,2010,"['Romance', 'Drama']",7.723,3157,0,0,61979
Valentine's Day,2010,"['Comedy', 'Romance']",5.924,3107,52000000,216528528,32856
Incendies,2010,"['Drama', 'War', 'Mystery']",8.102,3065,6800000,6788659,46738
The Secret World of Arrietty,2010,"['Fantasy', 'Animation', 'Family']",7.66,3026,23000000,149660003,51739
Devil,2010,"['Horror', 'Mystery', 'Thriller']",6.097,3006,10000000,33583175,44040
The Next Three Days,2010,"['Romance', 'Drama', 'Thriller', 'Crime']",7.082,2988,30000000,67448651,43539
Tucker and Dale vs. Evil,2010,"['Comedy', 'Horror']",7.391,2980,5000000,5224938,46838
Date Night,2010,"['Comedy', 'Action', 'Adventure']",6.106,2976,55000000,152300000,35056
The Bounty Hunter,2010,"['Action', 'Comedy', 'Romance']",5.85,2955,40000000,136300000,27573
Letters to Juliet,2010,"['Comedy', 'Drama', 'Romance']",7.0,2946,30000000,82148538,37056
Buried,2010,"['Drama', 'Thriller', 'Mystery']",6.629,2932,1987650,19152480,26388
I Saw the Devil,2010,"['Thriller', 'Horror']",7.8,2842,6000000,12966357,49797
A Nightmare on Elm Street,2010,"['Horror', 'Mystery', 'Thriller']",5.529,2832,35000000,115664037,23437
Legion,2010,"['Horror', 'Action', 'Fantasy']",5.898,2757,26000000,67900000,22894
